,text
6832,a molecule of ammonia has the formula nh can you draw the electron dot structure for this molecule showing how all four atoms achieve noble gas configuration
6833,"let us now take a look at methane, which is a compound of carbon"
6834,methane is widely used as a fuel and is a major component of bio-gas and compressed natural gas
6835,"in order to achieve noble gas configuration, carbon shares these electrons with four atoms of hydrogen as shown in"
6836,"covalently bonded molecules are seen to have strong bonds within the molecule, but inter- molecular forces are weak"
6837,this gives rise to the low melting and boiling points of these compounds
6838,"since the electrons are shared between atoms and no charged particles are formed, such covalent compounds are generally poor conductors of electricity"
6839,"in graphite, each carbon atom is bonded to three other carbon atoms in the same plane giving a hexagonal array"
6840,electron dot structure for the structure of diamond the structure of graphite the structure of c-60 these two different structures result in diamond and graphite having very different physical properties even though their chemical properties are the same
6841,diamond is the hardest substance known while graphite is smooth and slippery
6842,graphite is also a very good conductor of electricity unlike other non-metals that you studied in the previous chapter
6843,diamonds can be synthesised by subjecting pure carbon to very high pressure and temperature
6844,these synthetic diamonds are small but are otherwise indistinguishable from natural diamonds
6845,the first one to be identified was c-60 which has carbon atoms arranged in the shape of a football
6846,"since this looked like the geodesic dome designed by the us architect buckminster fuller, the molecule was named fullerene"
6847,what would be the electron dot structure of a molecule of sulphur which is made up of eight atoms of sulphur
6848,"we have also seen the structure of a simple carbon compound, methane"
6849,"in the beginning of the chapter, we saw how many things we use contain carbon"
6850,why is it that this property is seen in carbon and no other element
6851,the nature of the covalent bond enables carbon to form a large number of compounds
6852,"these compounds may have long chains of carbon, branched chains of carbon or even carbon atoms arranged in rings"
6853,"in addition, carbon atoms may be linked by single, double or triple bonds"
6854,compounds of carbon having double or triple bonds between their carbon atoms are called unsaturated compounds
6855,this gives us the large number of compounds with many carbon atoms linked to each other
6856,"since carbon has a valency of four, it is capable of bonding with four other atoms of carbon or atoms of some other mono-valent element"
6857,"compounds of carbon are formed with oxygen, hydrogen, nitrogen, sulphur, chlorine and many other elements giving rise to compounds with specific properties which depend on the elements other than carbon present in the molecule"
6858,again the bonds that carbon forms with most other elements are very strong making these compounds exceptionally stable
6859,one reason for the formation of strong bonds by carbon is its small size
6860,this enables the nucleus to hold on to the shared pairs of electrons strongly
6861,the bonds formed by elements having bigger atoms are much weaker
6862,"organic compounds the two characteristic features seen in carbon, that is, tetravalency and catenation, put together give rise to a large number of compounds"
6863,many have the same non-carbon atom or group of atoms attached to different carbon chains
6864,"that is, it was postulated that a ‘vital force’ was necessary for their synthesis"
6865,"can you draw the structure of propane, which has the molecular formula c3h8 in a similar manner"
6866,you will see that the valencies of all the atoms are satisfied by single bonds between them
6867,"however, another compound of carbon and hydrogen has the formula c2h4 and is called ethene"
6868,this can be satisfied only if there is a double bond between the two carbons (step 3)
6869,how many bonds are necessary between the two carbon atoms in order to satisfy their valencies
6870,such ‘chains’ of carbon atoms can contain many more carbon atoms
6871,the names and structures of six of these are given in
6872,formulae and structures of saturated compounds of carbon and hydrogen no
6873,"in addition to straight and branched carbon chains, some compounds have carbon atoms arranged in the form of a ring"
6874,"straight chain, branched chain and cyclic carbon compounds, all may be saturated or unsaturated"
6875,the unsaturated hydrocarbons which contain one or more double bonds are called alkenes
6876,so far we have been looking at compounds containing carbon and hydrogen only
6877,these heteroatoms are also present in some groups as given in
6878,"in addition, hydrogen atom or other atoms on these carbon chains can be replaced by any of the functional groups that we saw above"
6879,"the presence of a functional group such as alcohol decides the properties of the carbon compound, regardless of the length of the carbon chain"
6880,"for example, the chemical properties of ch3oh, c2h5oh, c3h7oh and c4h9oh are all very similar"
6881,"hence, such a series of compounds in which the same functional group substitutes for hydrogen in a carbon chain is called a homologous series"
6882,let us look at the homologous series that we saw earlier in table
6883,"if we look at the formulae of successive compounds, say – ch4 and c2h6 c2h6 and c3h8 — these differ by a –ch2- unit — these differ by a –ch2- unit what is the difference between the next pair – propane and butane (c4h10)"
6884,can you find out the difference in molecular masses between these pairs (the atomic mass of carbon is 12 u and the atomic mass of hydrogen is 1 u)
6885,"the succeeding members have the formula c3h6, c4h8 and c5h do these also differ by a –ch2– unit"
6886,this is because the melting and boiling points increase with increasing molecular mass
6887,other physical properties such as solubility in a particular solvent also show a similar gradation
6888,"but the chemical properties, which are determined solely by the functional group, remain similar in a homologous series"
6889,.5 nomenclature of carbon compounds the names of compounds in a homologous series are based on the name of the basic carbon chain modified by a “prefix” “phrase before” or “suffix” “phrase after” indicating the nature of the functional group
6890,naming a carbon compound can be done by the following method – identify the number of carbon atoms in the compound
6891,a compound having three carbon atoms would have the name propane
6892,"if the name of the functional group is to be given as a suffix, and the suffix of the functional group begins with a vowel a, e, i, o, u, then the name of the carbon chain is modified by deleting the final ‘e’ and adding the appropriate suffix"
6893,"for example, a three-carbon chain with a ketone group would be named in the following manner – propane – ‘e’ = propan + ‘one’ = propanone"
6894,"for example, a three-carbon chain with a double bond would be called propene and if it has a triple bond, it would be called propyne"
6895,"since most of the fuels we use are either carbon or its compounds, we shall first study combustion"
6896,is there a deposition on the plate in case of any of the compounds
6897,this results in a sooty deposit on the metal plate in activity
6898,"however, limiting the supply of air results in incomplete combustion of even saturated hydrocarbons giving a sooty flame"
6899,the gas/kerosene stove used at home has inlets for air so that a sufficiently oxygen-rich carbon and its compounds mixture is burnt to give a clean blue flame
6900,"if you observe the bottoms of cooking vessels getting blackened, it means that the air holes are blocked and fuel is getting wasted"
6901,fuels such as coal and petroleum have some amount of nitrogen and sulphur in them
6902,have you ever observed either a coal or a wood fire
6903,"if not, the next time you get a chance, take close note of what happens when the wood or coal starts to burn"
6904,you have seen above that a candle or the lpg in the gas stove burns with a flame
6905,"however, you will observe the coal or charcoal in an ‘angithi’ sometimes just glows red and gives out heat without a flame"
6906,this is because a flame is only produced when gaseous substances burn
6907,"when wood or charcoal is ignited, the volatile substances present vapourise and burn with a flame in the beginning"
6908,a luminous flame is seen when the atoms of the gaseous substance are heated and start to glow
6909,the colour produced by each element is a characteristic property of that element
6910,try and heat a copper wire in the flame of a gas stove and observe its colour
6911,you have seen that incomplete combustion gives soot which is carbon
6912,"on this basis, what will you attribute the yellow colour of a candle flame to"
6913,formation of coal and petroleum coal and petroleum have been formed from biomass which has been subjected to various biological and geological processes
6914,"coal is the remains of trees, ferns, and other plants that lived millions of years ago"
6915,"these were crushed into the earth, perhaps by earthquakes or volcanic eruptions"
6916,oil and gas are the remains of millions of tiny plants and animals that lived in the sea
6917,"when they died, their bodies sank to the sea bed and were covered by silt"
6918,"the oil and gas seeped into the porous parts of the rock, and got trapped like water in a sponge"
6919,can you guess why coal and petroleum are called fossil fuels
6920,"alkaline potassium permanganate or acidified potassium dichromate are oxidising alcohols to acids, that is, adding oxygen to the starting material"
6921,catalysts are substances that cause a reaction to occur or proceed at a different rate without the reaction itself being affected
6922,you must have seen advertisements stating that some vegetable oils are ‘healthy’
6923,animal fats generally contain saturated fatty acids which are said to be harmful for health
6924,"however, in the presence of sunlight, chlorine is added to hydrocarbons in a very fast reaction"
6925,it is called a substitution reaction because one type of atom or a group of atoms takes the place of another
6926,a number of products are usually formed with the higher homologues of alkanes
6927,ch4 + cl2 → ch3cl + hcl (in the presence of sunlight) q u e s t i o n s why is the conversion of ethanol to ethanoic acid an oxidation reaction
6928,but here we shall study the properties of two commercially important compounds – ethanol and ethanoic acid
6929,ethanol is commonly called alcohol and is the active ingredient of all alcoholic drinks
6930,"even though this practice is condemned, it is a socially widespread practice"
6931,can you recall which other substances produce hydrogen on reacting with reaction to give unsaturated hydrocarbon: heating ethanol at 443 k with excess concentrated sulphuric acid results in the dehydration of ethanol to give ethene – ch ch oh hot conc
6932,"when large quantities of ethanol are consumed, it tends to slow metabolic processes and to depress the central nervous system"
6933,"this results in lack of coordination, mental confusion, drowsiness, lowering of the normal inhibitions, and finally stupor"
6934,"the individual may feel relaxed without realising that his sense of judgement, sense of timing, and muscular coordination have been seriously impaired"
6935,"unlike ethanol, intake of methanol in very small quantities can cause death"
6936,"it coagulates the protoplasm, in much the same way an egg is coagulated by cooking"
6937,"to prevent the misuse of ethanol produced for industrial use, it is made unfit for drinking by adding poisonous substances like methanol to it"
6938,dyes are also added to colour the alcohol blue so that it can be identified easily
6939,alcohol as a fuel sugarcane plants are one of the most efficient convertors of sunlight into chemical energy
6940,sugarcane juice can be used to prepare molasses which is fermented to give alcohol (ethanol)
6941,some countries now use alcohol as an additive in petrol since it is a cleaner fuel which gives rise to only carbon dioxide and water on burning in sufficient air (oxygen)
6942,the melting point of pure ethanoic acid is 290 k and hence it often freezes during winter in cold climates
6943,"however, unlike mineral acids like hcl, which are completely ionised, carboxylic acids are weak acids"
6944,warm in a water-bath for at least five minutes as shown in
6945,soaps are sodium or potassium salts of long chain carboxylic acid
6946,"reaction with carbonates and hydrogencarbonates: ethanoic acid reacts with carbonates and hydrogencarbonates to give rise to a salt, carbon dioxide and water"
6947,"to test tube b, add a few drops of soap solution"
6948,formation of micelles this activity demonstrates the effect of soap in cleaning
6949,"most dirt is oily in nature and as you know, oil does not dissolve in water"
6950,the molecules of soap are sodium or potassium salts of long-chain carboxylic acids
6951,can you draw the structure of the micelle that would be formed if you dissolve soap in a hydrocarbon
6952,"soaps are molecules in which the two ends have differing properties, one is hydrophilic, that is, it interacts with water, while the other end is hydrophobic, that is, it interacts with hydrocarbons"
6953,"when soap is at the surface of water, the hydrophobic ‘tail’ of soap will not be soluble in water and the soap will align along the surface of water with the ionic end in water and the hydrocarbon ‘tail’ protruding out of water"
6954,"thus, clusters of molecules in which the hydrophobic tails are in the interior of the cluster and the ionic ends are on the surface of the cluster"
6955,"soap in the form of a micelle is able to clean, since the oily dirt will be collected in the centre of the micelle"
6956,take two test tubes with about 10 ml of hard water in each
6957,"this is caused by the reaction of soap with the calcium and magnesium salts, which cause the hardness of water"
6958,"detergents are generally sodium salts of sulphonic acids or ammonium salts with chlorides or bromides ions, etc"
6959,the charged ends of these compounds do not form insoluble precipitates with the calcium and magnesium ions in hard water
6960,detergents are usually used to make shampoos and products for cleaning clothes
6961,q u e s t i o n s would you be able to check if water is hard by using a detergent
6962,what you have learnt carbon is a versatile element that forms the basis for all living organisms and many of the things we use
6963,this large variety of compounds is formed by carbon because of its tetravalency and the property of catenation that it exhibits
6964,covalent bonds are formed by the sharing of electrons between two atoms so that both can achieve a completely filled outermost shell
6965,"carbon forms covalent bonds with itself and other elements such as hydrogen, oxygen, sulphur, nitrogen and chlorine"
6966,carbon also forms compounds containing double and triple bonds between carbon atoms
6967,"these carbon chains may be in the form of straight chains, branched chains or rings"
6968,the ability of carbon to form chains gives rise to a homologous series of compounds in which the same functional group is attached to carbon chains of different lengths
6969,"the functional groups such as alcohols, aldehydes, ketones and carboxylic acids bestow characteristic properties to the carbon compounds that contain them"
6970,carbon and its compounds are some of our major sources of fuels
6971,ethanol and ethanoic acid are carbon compounds of importance in our daily lives
6972,the action of soaps and detergents is based on the presence of both hydrophobic and hydrophilic groups in the molecule and this helps to emulsify the oily dirt and hence its removal
6973,"butanone is a four-carbon compound with the functional group e x e r c i s e s ethane, with the molecular formula c2h6 has 6 covalent bonds"
6974,"while cooking, if the bottom of the vessel is getting blackened on the outside, carbon and its compounds explain the nature of the covalent bond using the bond formation in ch3cl"
6975,how can ethanol and ethanoic acid be differentiated on the basis of their physical and chemical properties
6976,why does micelle formation take place when soap is added to water
6977,will a micelle be formed in other solvents such as ethanol also
6978,why are carbon and its compounds used as fuels for most applications
6979,explain the formation of scum when hard water is treated with soap
6980,what change will you observe if you test soap with litmus paper (red and blue)
6981,"which of the following hydrocarbons undergo addition reactions: give a test that can be used to differentiate between saturated and unsaturated c2h6, c3h8, c3h6, c2h2 and ch explain the mechanism of the cleaning action of soaps"
6982,take about 20 ml of castor oil/cotton seed oil/linseed oil/soyabean oil in a beaker
6983,heat the mixture with continuous stirring for a few minutes till the mixture thickens
6984,you can also add perfume to the soap before it sets.
6985,the human eye and the colourful world you have studied in the previous chapter about refraction of light by lenses
6986,"you also studied the nature, position and relative size of images formed by lenses"
6987,how can these ideas help us in the study of the human eye
6988,the human eye uses light and enables us to see objects around us
6989,what is the function of the lens in a human eye
6990,how do the lenses used in spectacles correct defects of vision
6991,we have learnt in the previous chapter about light and some of its properties
6992,the human eye the human eye is one of the most valuable and sensitive sense organs
6993,it enables us to see the wonderful world and the colours around us
6994,"on closing the eyes, we can identify objects to some extent by their smell, taste, sound they make or by touch"
6995,"it is, however, impossible to identify colours while closing the eyes"
6996,"thus, of all the sense organs, the human eye is the most significant one as it enables us to see the beautiful, colourful world around us"
6997,light enters the eye through a thin membrane called the cornea
6998,it forms the transparent bulge on the front surface of the eyeball as shown in
6999,most of the refraction for the light rays entering the eye occurs at the outer surface of the cornea
7000,iris is a dark muscular diaphragm that controls the size of the pupil
7001,the pupil regulates and controls the amount of light the human eye entering the eye
7002,the eye lens forms an inverted real image of the object on the retina
7003,the retina is a delicate membrane having enormous number of light-sensitive cells
7004,the light-sensitive cells get activated upon illumination and generate electrical signals
7005,these signals are sent to the brain via the optic nerves
7006,"the brain interprets these signals, and finally, processes the information so that we perceive objects as they are"
7007,damage to or malfunction of any part of the visual system can lead to significant loss of visual functioning
7008,"for example, if any of the structures involved in the transmission of light, like the cornea, pupil, eye lens, aqueous humour and vitreous humour or those responsible for conversion of light to electrical impulse, like the retina or even the optic nerve that transmits these impulses to the brain, is damaged, it will result in visual impairment.you might have experienced that you are not able to see objects clearly for some time when you enter from bright light to a room with dim light"
7009,"after sometime, however, you may be able to see things in the dim-lit room"
7010,the pupil of an eye acts like a variable aperture whose size can be varied with the help of the iris
7011,"when the light is very bright, the iris contracts the pupil to allow less light to enter the eye"
7012,"however, in dim light the iris expands the pupil to allow more light to enter the eye"
7013,"thus, the pupil opens completely through the relaxation of the iris"
7014,".1 power of accommodation the eye lens is composed of a fibrous, jelly-like material"
7015,its curvature can be modified to some extent by the ciliary muscles
7016,the change in the curvature of the eye lens can thus change its focal length
7017,"when you are looking at objects closer to the eye, the ciliary muscles contract"
7018,"however, the focal length of the eye lens cannot be decreased below a certain minimum limit"
7019,try to read a printed page by holding it very close to your eyes
7020,you may see the image being blurred or feel strain in the eye
7021,"to see an object comfortably and distinctly, you must hold it at about 25 cm from the eyes"
7022,"the minimum distance, at which objects can be seen most distinctly without strain, is called the least distance of distinct vision"
7023,the farthest point upto which the eye can see objects clearly is called the far point of the eye
7024,you may note here a normal eye can see objects clearly that are between 25 cm and infinity
7025,"sometimes, the crystalline lens of people at old age becomes milky and cloudy"
7026,why do we have two eyes for vision and not just one
7027,there are several advantages of our having two eyes instead of one
7028,a human being has a horizontal field of view of about 150° with one eye and of about 180° with two eyes
7029,"the ability to detect faint objects is, of course, enhanced with two detectors instead of one"
7030,"some animals, usually prey animals, have their two eyes positioned on opposite sides of their heads to give the widest possible field of view"
7031,"but our two eyes are positioned on the front of our heads, and it thus reduces our field of view in favour of what is called stereopsis"
7032,keep both eyes open and the world takes on the third dimension of depth
7033,"because our eyes are separated by a few centimetres, each eye sees a slightly different image"
7034,"our brain combines the two images into one, using the extra information to tell us how close or far away things are"
7035,"in such conditions, the person cannot see the objects distinctly and comfortably"
7036,the vision becomes blurred due to the refractive defects of the eye
7037,these defects can be corrected by the use of suitable spherical lenses
7038,a person with myopia can see nearby objects clearly but cannot see distant objects distinctly
7039,a person with this defect has the far point nearer than infinity
7040,"the near point, for the person, is farther away from the normal near point (25 cm)"
7041,such a person has to keep a reading material much beyond 25 cm from the eye for comfortable reading
7042,this is because the light rays from a closeby object are focussed at a point behind the retina as shown in
7043,this defect can be corrected by using a convex lens of appropriate power
7044,eye-glasses with converging lenses provide the additional focussing power required for forming the image on the retina
7045,a common type of bi-focal lenses consists of both concave and convex lenses
7046,"these days, it is possible to correct the refractive defects with contact lenses or through surgical interventions"
7047,q u e s t i o n s what is meant by power of accommodation of the eye
7048,"how can it be think it over you talk of wondrous things you see, you say the sun shines bright; i feel him warm, but how can he or make it day or night"
7049,cibber do you know that our eyes can live even after our death
7050,"by donating our eyes after we die, we can light the life of a blind person"
7051,about 35 million people in the developing world are blind and most of them can be cured
7052,what do we have to keep in mind when eyes have to be donated
7053,inform the nearest eye bank the eye bank team will remove the eyes at the home of the deceased or at a hospital
7054,it is a simple process and does not lead to any disfigurement
7055,"persons who were infected with or died because of aids, hepatitis b or c, rabies, acute leukaemia, tetanus, cholera, meningitis or encephalitis cannot donate eyes"
7056,those donated eyes found unsuitable for transplantation are used for valuable research and medical education
7057,the identities of both the donor and the recipient remain confidential
7058,one pair of eyes gives vision to up to four corneal blind people
7059,"for parallel refracting surfaces, as in a glass slab, the emergent ray is parallel to the incident ray"
7060,the angle between its two lateral faces is called the angle of the prism
7061,let us now do an activity to study the refraction of light through a triangular glass the human eye and the colourful world fix a sheet of white paper on a drawing board using drawing pins
7062,place a glass prism on it in such a way that it rests on its triangular base
7063,"let these lines meet the boundary of the prism at e and f, respectively"
7064,you may note that a ray of light is entering from air to glass at the first surface ab
7065,"at the second surface ac, the light ray has entered from glass to air"
7066,compare the angle of incidence and the angle of refraction at each refracting surface of the prism
7067,is this similar to the kind of bending that occurs in a glass slab
7068,the peculiar shape of the prism makes the emergent ray bend at an angle to the direction of the incident ray
7069,mark the angle of deviation in the above activity and measure it
7070,how could the white light of the sun give us various colours of the rainbow
7071,"before we take up this question, we shall first go back to the refraction of light through a prism"
7072,the inclined refracting surfaces of a glass prism show exciting phenomenon
7073,let us find it out through an slit in its middle
7074,take a thick sheet of cardboard and make a small hole or narrow allow sunlight to fall on the narrow slit
7075,"this gives a narrow beam now, take a glass prism and allow the light from the slit to fall on one of its faces as shown in"
7076,the prism has probably split the incident white light into a band of colours
7077,note the colours that appear at the two ends of the colour band
7078,the acronym vibgyor will help you to remember the sequence of colours
7079,the band of the coloured components of a light beam is called its spectrum
7080,you might not be able to see all the colours separately
7081,the splitting of light into its component colours is called dispersion
7082,you have seen that white light is dispersed into its seven-colour components by a prism
7083,"different colours of light bend through different angles with respect to the incident ray, as they pass through a prism"
7084,the red light bends the least while the violet the most
7085,thus the rays of each colour emerge along different paths and thus become distinct
7086,it is the band of distinct colours that we see in a spectrum
7087,isaac newton was the first to use a glass prism to obtain the spectrum of sunlight
7088,he tried to split the colours of the spectrum of white light further by using another similar prism
7089,he found a beam of white light emerging from the other side of the second prism
7090,this observation gave newton the idea that the sunlight is made up of seven colours
7091,any light that gives a spectrum similar to that of sunlight is often referred to as white light
7092,a rainbow is a natural spectrum appearing in the sky after a rain shower
7093,"it is caused by dispersion of sunlight by tiny water droplets, present in the atmosphere"
7094,a rainbow is always formed in a direction opposite to that of the sun
7095,"they refract and disperse the incident sunlight, then reflect it internally, and finally refract it again when it comes out of the raindrop"
7096,"due to the dispersion of light and internal reflection, different colours reach the observer’s eye"
7097,"you can also see a rainbow on a sunny day when you look at the sky through a waterfall or through a water fountain, with the sun behind you"
7098,the air just above the fire becomes hotter than the air further up
7099,"the hotter air is lighter (less dense) than the cooler air above it, and has a refractive index slightly less than that of the cooler air"
7100,this wavering is thus an effect of atmospheric refraction (refraction of light by the earth’s atmosphere) on a small scale in our local environment
7101,the twinkling of stars is a similar phenomenon on a much larger scale
7102,twinkling of stars the twinkling of a star is due to atmospheric refraction of starlight
7103,"the starlight, on entering the earth’s atmosphere, undergoes refraction continuously before it reaches the earth"
7104,the star appears slightly higher (above) than its actual position when viewed near the horizon
7105,"since the stars are very distant, they approximate point-sized sources of light"
7106,"the planets are much closer to the earth, and are thus seen as extended sources"
7107,"if we consider a planet as a collection of a large number of point-sized sources of light, the total variation in the amount of light entering our eye from all the individual point-sized sources will average out to zero, thereby nullifying the twinkling effect"
7108,"advance sunrise and delayed sunset the sun is visible to us about 2 minutes before the actual sunrise, and about 2 minutes after the actual sunset because of atmospheric refraction"
7109,"by actual sunrise, we mean the actual crossing of the horizon by the sun"
7110,shows the actual and apparent positions of the sun with respect to the horizon
7111,the time difference between actual sunset and the apparent sunset is about 2 minutes
7112,the apparent flattening of the sun’s disc at sunrise and sunset is also due to the same phenomenon
7113,"the blue colour of the sky, colour of water in deep sea, the reddening of the sun at sunrise and the sunset are some of the wonderful phenomena we are familiar with"
7114,"in the previous class, you have learnt about the scattering of light by colloidal particles"
7115,the path of a beam of light passing through a true solution is not visible
7116,"however, its path becomes visible through a colloidal solution where the size of the particles is relatively larger"
7117,"these particles include smoke, tiny water droplets, suspended particles of dust and molecules of air"
7118,"when a beam of light strikes such fine particles, the path of the beam becomes visible"
7119,"the light reaches us, after being reflected diffusely by these particles"
7120,the phenomenon of scattering of light by the colloidal particles gives rise to tyndall effect which you have studied in class ix
7121,this phenomenon is seen when a fine beam of sunlight enters a smoke-filled room through a small hole
7122,tyndall effect can also be observed when sunlight passes through a canopy of a dense forest
7123,very fine particles scatter mainly blue light while particles of larger size scatter light of longer wavelengths
7124,"if the size of the scattering particles is large enough, then, the scattered light may even appear white"
7125,the molecules of air and other fine particles in the atmosphere have size smaller than the wavelength of visible light
7126,these are more effective in scattering light of shorter wavelengths at the blue end than light of longer wavelengths at the red end
7127,the red light has a wavelength about times greater than blue light
7128,"thus, when sunlight passes through the atmosphere, the fine particles in air scatter the blue colour (shorter wavelengths) more strongly than red"
7129,"if the earth had no atmosphere, there would not have been any scattering"
7130,"the sky appears dark to passengers flying at very high altitudes, as scattering is not prominent at such heights"
7131,you might have observed that ‘danger’ signal lights are red in colour
7132,"therefore, it can be seen in the same colour at a distance"
7133,.3 colour of the sun at sunrise and sunset have you seen the sky and the sun at sunset or sunrise
7134,have you wondered as to why the sun and the surrounding sky appear red
7135,let us do an activity to understand the blue colour of the sky and the reddish appearance of the sun at the sunrise or sunset
7136,"obtain a sharp image of the circular hole on a screen using a second converging lens , as shown in"
7137,dissolve about 200 g of sodium thiosulphate (hypo) in about 2 l of clean water taken in the tank
7138,you will find fine microscopic sulphur particles precipitating in about 2 to 3 minutes
7139,"as the sulphur particles begin to form, you can observe the blue light from the three sides of the glass tank"
7140,"light from the sun near the horizon passes through thicker layers of air and larger distance in the earth’s atmosphere before reaching our eyes however, light from the sun overhead would travel relatively shorter distance"
7141,"at noon, the sun appears white as only a little of the blue and violet colours are scattered"
7142,"therefore, the light that reaches our eyes is of longer wavelengths"
7143,"reddening of the sun at sunrise and sunset what you have learnt the ability of the eye to focus on both near and distant objects, by adjusting its focal length, is called the accommodation of the eye"
7144,"the smallest distance, at which the eye can see objects clearly without strain, is called the near point of the eye or the least distance of distinct vision"
7145,"for a young adult with normal vision, it is about 25 cm"
7146,hypermetropia (far-sightedness – the image of nearby objects is focussed beyond the retina) is corrected by using a convex lens of suitable power
7147,the splitting of white light into its component colours is called dispersion
7148,scattering of light causes the blue colour of sky and the reddening of the sun at sunrise and sunset
7149,e x e r c i s e s the human eye can focus on objects at different distances by adjusting the focal length of the eye lens
7150,the change in focal length of an eye lens is caused by the action of the ciliary muscles
7151,a person needs a lens of power – dioptres for correcting his distant vision
7152,for correcting his near vision he needs a lens of power + dioptre
7153,the far point of a myopic person is 80 cm in front of the eye
7154,what is the nature and power of the lens required to correct the problem
7155,what is the power of the lens required to correct this defect
7156,assume that the near point of the normal eye is 25 cm
7157,why does the sky appear dark instead of blue to an astronaut?
7158,"heredity and we have seen that reproductive processes give rise to new individuals that are similar, but subtly different"
7159,we have discussed how some amount of variation is produced even during asexual reproduction
7160,and the number of successful variations are maximised by the process of sexual reproduction
7161,if we observe a field of sugarcane we find very little variations among the individual plants
7162,"in this chapter, we shall be studying the mechanism by which variations are created and inherited"
7163,the long-term consequences of the accumulation of variations are also an interesting point to be considered
7164,"the second generation will have differences that they inherit from the first generation, as well as newly created differences"
7165,"if one bacterium divides, and then the resultant two bacteria divide again, the four individual bacteria generated would be very similar"
7166,"there would be only very minor differences between them, generated due to small inaccuracies in dna copying"
7167,"however, if sexual reproduction is involved, even greater diversity will be generated, as we will see when we discuss the rules of inheritance"
7168,"the original organism at the top will give rise to, say, two individuals, similar in body design, but with subtle differences"
7169,"each of them, in turn, will give rise to two individuals in the next generation"
7170,each of the four individuals in the bottom row will be different from each other
7171,"bacteria that can withstand heat will survive better in a heat wave, as we have discussed earlier"
7172,"selection of variants by environmental factors forms the basis for evolutionary processes, as we will discuss in later sections"
7173,the most obvious outcome of the reproductive process still remains the generation of individuals of similar design
7174,the rules of heredity determine the process by which traits and characteristics are reliably inherited
7175,.1 inherited traits what exactly do we mean by similarities and differences
7176,we know that a child bears all the basic features of a human being
7177,"however, it does not look exactly like its parents, and human populations show a great deal of variation"
7178,this means that each trait can be influenced by both paternal and maternal dna
7179,"thus, for each trait there will be two versions in each child"
7180,failure in the examinations for a teaching certificate did not suppress his zeal for scientific quest
7181,"many others had studied the inheritance of traits in peas and other organisms earlier, but mendel blended his knowledge of science and mathematics and was the first one to keep count of individuals exhibiting a particular trait in each generation"
7182,"mendel used a number of contrasting visible characters of garden peas – round/wrinkled seeds, tall/short plants, white/violet flowers and so on"
7183,"he took pea plants with different characteristics – a tall plant and a short plant, produced progeny by crossing them, and calculated the percentages of tall or short progeny"
7184,"in the first place, there were no halfway characteristics in this first- generation, or f1 progeny – no ‘medium-height’ plants"
7185,"this meant that only one of the parental traits was seen, not some mixture of the two"
7186,mendelian experiments test this by getting both the parental plants and these f1 tall plants to reproduce by self-pollination
7187,"the progeny of the parental plants are, of course, all tall"
7188,"however, the second-generation, or f2, progeny of the f1 tall plants are not all tall"
7189,"this indicates that both the tallness and shortness traits were inherited in the f1 plants, but only the tallness trait was expressed"
7190,this led mendel to propose that two copies of factor (now called genes) controlling traits are present in sexually reproducing organism
7191,"these two may be identical, or may be different, depending on the parentage"
7192,"a pattern of inheritance can be worked out with this assumption, as shown in"
7193,"in other words, a single copy of ‘t’ is enough to make the plant tall, while both copies have to be ‘t’ for the plant to be short"
7194,what do the progeny of a tall plant with round seeds and a short plant with wrinkled-seeds look like
7195,but what happens when these f1 progeny are used to generate f2 progeny by self-pollination
7196,"a mendelian experiment will find that some f2 progeny are tall plants with round seeds, and some were short plants with wrinkled seeds"
7197,"however, there would also be some f2 progeny that showed new combinations"
7198,"some of them would be tall, but have wrinkled seeds, while others would be short, but have round seeds"
7199,you can see as to how new combinations of traits are formed in f2 offspring when factors controlling for seed shape and seed colour recombine to form zygote leading to form f2 offspring
7200,"thus, the tall/short trait and the round seed/wrinkled seed trait are independently inherited"
7201,cellular dna is the information source for making proteins in the cell
7202,plant height can thus depend on the amount of a particular plant hormone
7203,"if the gene for that enzyme has an alteration that makes the enzyme less efficient, the amount of hormone will be less, and the plant will be short"
7204,"if the interpretations of mendelian experiments we have been discussing are correct, then both parents must be contributing equally to the dna of the progeny during sexual reproduction"
7205,"if both parents can help determine the trait in the progeny, both parents must be contributing a copy of the same gene"
7206,"this means that each pea plant must have two sets of all genes, one inherited from each parent"
7207,"for this mechanism to work, each germ cell must have only one gene set"
7208,how do germ-cells make a single set of genes from the normal two copies that all other cells in the body have
7209,"this is explained by the fact that each gene set is present, not as a single long thread of dna, but as separate independent pieces, each called a chromosome"
7210,"thus, each cell will have two copies of each chromosome, one each from the male and female parents"
7211,every germ- cell will take one chromosome from each pair and these may be of either maternal or paternal origin
7212,"when two germ cells combine, they will restore the normal number of chromosomes in the progeny, ensuring the stability of the dna of the species"
7213,"in other animals, such as snails, individuals can change sex, indicating that sex is not genetically determined"
7214,"in other words, the genes inherited from our parents decide whether we will be boys or girls"
7215,"but so far, we have assumed that similar gene sets are inherited from both parents"
7216,"if that is the case, how can genetic inheritance determine sex"
7217,"most human chromosomes have a maternal and a paternal copy, and we have 22 such pairs"
7218,"but one pair, called the sex chromosomes, is odd in not always being a perfect pair"
7219,"women have a perfect pair of sex chromosomes, both called x"
7220,but men have a mismatched pair in which one is a normal-sized x while the other is a short one called y
7221,all children will inherit an x chromosome from their mother regardless of whether they are boys or girls
